,web-scraper-start-url,Products-href,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
140,https://www.andaazfashion.co.uk/men/kurta-pajama?p=57,https://www.andaazfashion.co.uk/art-silk-navy-blue-weaved-thread-mens-kurta-churidar-mkpa06701.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/r/art-silk-navy-blue-weaved-thread-mens-kurta-churidar-mkpa06701-1.jpg,Art Silk Navy Blue Weaved Thread Men's Kurta Churidar,Men Kurta Pajama,Salwar Kameez,Churidar,Art Silk,Cotton,Navy Blue,"Diwali, Eid, Gur Purab, Lohri, Navratri",All-season,22200,43%,Lace Work,Top (Kurta) & Bottom (Pajama),Men,34-44,Black,Traditional
141,https://www.andaazfashion.co.uk/men/weddingwear?p=24,https://www.andaazfashion.co.uk/plain-silk-cream-beige-jacket-style-mens-sherwani-mstv03537.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-silk-cream-beige-jacket-style-mens-sherwani-mstv03537-1.jpg,Plain Silk Cream Beige Jacket Style Men's Coat Pant,Men's Clothing,Trouser Suit,Jacket Style,Silk,Silk,Cream Beige,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement",All-season,93600,17%,Plain Work,"Top (Coat) & Bottom (Pant), Jacket",Men,32-60 inches,"Cream, Beige",Formal Shoes
142,https://www.andaazfashion.co.uk/men/kurta-pajama?p=51,https://www.andaazfashion.co.uk/embroidered-dupion-silk-powder-blue-mens-kurta-with-churidar-mkpa0664.html,https://assets2.andaazfashion.com/media/catalog/product/e/m/embroidered-dupion-silk-powder-blue-mens-kurta-with-churidar-mkpa0664-1.jpg,Embroidered Dupion Silk Powder Blue Men's Kurta With Churidar,Men,Salwar Kameez,Churidar,Dupion Silk,Dupion Silk,Powder Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,29700,29%,"Mirror Work, Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,,,
143,https://www.andaazfashion.co.uk/men/kurta-pajama?p=123,https://www.andaazfashion.co.uk/dark-green-silk-handloom-straight-cut-mens-kurta-pajama-mkpa08459.html,https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-green-silk-handloom-straight-cut-mens-kurta-pajama-mkpa08459-1.jpg,Dark Green Silk Handloom Straight Cut Men's Kurta Pajama,Men Kurta Pajama,Salwar Kameez,Straight Cut,Silk,Cotton,Dark Green,"Diwali, Eid, Lohri, Navratri",All-season,14700,36%,"Woven, Zari Work",Top (Kurta) & Bottom (Pajama),Men,44,Black,Traditional
144,https://www.andaazfashion.co.uk/men/sherwani?p=10,https://www.andaazfashion.co.uk/dusty-blue-silk-embroidered-indo-western-mens-sherwani-mstv04219.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dusty-blue-silk-embroidered-indo-western-mens-sherwani-mstv04219-1.jpg,Dusty Blue Silk Embroidered Indo Western Men's Sherwani,Men Sherwani,Sherwani,Indo-Western,Silk,Dupion Silk,Dusty Blue,"Wedding Wear, Sangeet, Engagement",All-season,46200,43%,"Resham Work, Sequins Work, Thread Work",Top (Sherwani) & Bottom (Pajama),Men,Up to 62 inches,Black,Traditional
145,https://www.andaazfashion.co.uk/men/kurta-pajama?p=83,https://www.andaazfashion.co.uk/greenish-grey-cotton-churidar-men-kurta-churidar-mkpa03771.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/greenish-grey-cotton-churidar-men-kurta-churidar-mkpa03771-1.jpg,Greenish Grey Cotton Churidar Men Kurta churidar,Men,Salwar Kameez,Churidar,Cotton,Cotton,Greenish Grey,"Festival Wear, Casual Wear",All-season,29700,29%,"Digital Print, Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,46,Black,Traditional
146,https://www.andaazfashion.co.uk/men/sherwani?p=50,https://www.andaazfashion.co.uk/cream-beige-embroidered-banarasi-silk-churidar-mens-sherwani-mstv01266.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-embroidered-banarasi-silk-churidar-mens-sherwani-mstv01266-1.jpg,Cream Beige Embroidered Banarasi Silk Churidar Men's Sherwani,Men Sherwani,Sherwani,Churidar,Banarasi Silk,Dupion Silk,Cream Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,166200,43%,"Cutdana Work, Resham Work, Stone Work, Thread Work",Top (Sherwani) & Bottom (Pajama),Men,,,
147,https://www.andaazfashion.co.uk/men/weddingwear?p=45,https://www.andaazfashion.co.uk/resham-work-embroidered-cotton-black-men-kurta-pajama-mkpa04415.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/resham-work-embroidered-cotton-black-men-kurta-pajama-mkpa04415-1.jpg,Resham Work Embroidered Cotton Black Men Kurta Pajama,Pakistani Cloth,Salwar Kameez,Straight Cut,Cotton,Cotton,Black,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,29700,43,"Resham Work, Sequins, Thread Work",Top (Kurta) & Bottom (Pajama),Pakistani Men,68,Black,Traditional
148,https://www.andaazfashion.co.uk/men/sherwani?p=25,https://www.andaazfashion.co.uk/yellow-jacquard-men-woven-zari-sherwani-mstv01847.html,https://assets2.andaazfashion.com/media/catalog/product/y/e/yellow-jacquard-men-woven-zari-sherwani-mstv01847-1.jpg,Yellow Jacquard Men Woven Zari Sherwani,Men Sherwani,Sherwani,Traditional,Jacquard,Silk,Pure Yellow,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,64200,43%,"Woven, Zari",Top (Sherwani) & Bottom (Pajama),Men,,,
149,https://www.andaazfashion.co.uk/men/kurta-pajama?p=62,https://www.andaazfashion.co.uk/sage-green-casual-wear-cotton-printed-mens-kurta-pajama-mkpa06941.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/sage-green-casual-wear-cotton-printed-mens-kurta-pajama-mkpa06941-1.jpg,Sage Green Casual Wear Cotton Printed Men's Kurta Pajama,Men,Salwar Kameez,Traditional,Cotton,Cotton,Sage Green,Casual Wear,All-season,25200,25%,Printed,Top (Kurta) & Bottom (Pajama),Men,Up to 48 inches,Brown,Traditional
150,https://www.andaazfashion.co.uk/men/weddingwear?p=37,https://www.andaazfashion.co.uk/weaved-thread-mens-poly-cotton-light-beige-tuxedo-set-mstv04196.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/e/weaved-thread-mens-poly-cotton-light-beige-tuxedo-set-mstv04196-1.jpg,Weaved Thread Men's Poly Cotton Light Beige Tuxedo Set,Men's Clothing,Sherwani,Jacket Style,Poly Cotton,Poly Cotton,Light Beige,"Wedding Wear, Guest of Wedding Wear",All-season,49200,43%,Weaved Thread Work,Top (Sherwani) & Bottom (Pajama),Men,32-52,Black,Formal Shoes
151,https://www.andaazfashion.co.uk/men/weddingwear?p=38,https://www.andaazfashion.co.uk/salmon-peach-silk-embroidered-mens-churidar-kurta-mkpa02641.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/salmon-peach-silk-embroidered-mens-churidar-kurta-mkpa02641-1.jpg,Salmon Peach Silk Embroidered Men's Churidar Kurta,Men Kurta Pajama,Salwar Kameez,Traditional,Silk,Dupion Silk,Salmon Peach,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,43200,43%,"Cutdana Work, Resham Work, Thread Work, Zari",Top (Kurta) & Bottom (Pajama),Men,"42, 38-40",Brown,Traditional Mojari
152,https://www.andaazfashion.co.uk/men/sherwani?p=15,https://www.andaazfashion.co.uk/weaved-thread-turquoise-blue-silk-mens-jodhpuri-sherwani-mstv04028.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/e/weaved-thread-turquoise-blue-silk-mens-jodhpuri-sherwani-mstv04028-1.jpg,Weaved Thread Turquoise Blue Silk Men's Jodhpuri Coat Pant,Men,Trouser Suit,Traditional,Silk,Silk,Turquoise Blue,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement",All-season,89700,11%,Weaved Thread Work,Top (Coat) & Bottom (Pant),Men,Up to 68 inches,Matching,Traditional
153,https://www.andaazfashion.co.uk/men/kurta-pajama?p=119,https://www.andaazfashion.co.uk/light-blue-silk-blend-weaved-thread-mens-kurta-with-churidar-mkpa08474.html,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-blue-silk-blend-weaved-thread-mens-kurta-with-churidar-mkpa08474-1.jpg,Light Blue Silk Blend Weaved Thread Men's Kurta With Churidar,Men Kurta Pajama,Salwar Kameez,Straight Cut,Silk,Dupion Silk,Light Blue,"Embroidered Men Kurta Pajama, Guest of Wedding Wear, Festival Wear",All-season,29700,43%,"Resham Work, Thread Work, Woven",Top (Kurta) & Bottom (Pajama),Men,Up to 46 inches,Black,Traditional
154,https://www.andaazfashion.co.uk/men/kurta-pajama?p=78,https://www.andaazfashion.co.uk/white-linen-embroidered-straight-cut-mens-kurta-pajama-mkpa08193.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-linen-embroidered-straight-cut-mens-kurta-pajama-mkpa08193-1.jpg,White Linen Embroidered Straight Cut Men's Kurta Pajama,Men's Clothing,Salwar Kameez,Traditional,Linen,Art Silk,Pure White,"Sangeet, Festival Wear",All-season,23700,12%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,44,Black,Traditional
155,https://www.andaazfashion.co.uk/men/kurta-pajama?p=80,https://www.andaazfashion.co.uk/cotton-deep-red-men-kurta-pajama-mkpa0690.html,https://assets2.andaazfashion.com/media/catalog/product/c/o/cotton-deep-red-men-kurta-pajama-mkpa0690-1.jpg,Cotton Deep Red Men Kurta Pajama,Men's Clothing,Salwar Kameez,Traditional,Cotton,Cotton,Deep Red,Festival Wear,All-season,26700,26%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Black,Traditional
156,https://www.andaazfashion.co.uk/men/weddingwear?p=75,https://www.andaazfashion.co.uk/white-banarasi-silk-straight-cut-mens-kurta-pajama-mkpa0209.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-banarasi-silk-straight-cut-mens-kurta-pajama-mkpa0209-1.jpg,White Banarasi Silk Straight Cut Men's Kurta Dhoti,Indian Cloth,Kurta Dhoti,Straight Cut,Silk,Silk,White,"Wedding, Guest Wedding Wear, Festival",All-season,29700,24%,Printed,Top (Kurta) & Bottom (Dhoti),Men,"44, 36-42",Brown,Traditional
157,https://www.andaazfashion.co.uk/men/kurta-pajama?p=53,https://www.andaazfashion.co.uk/woven-zari-light-sage-green-straight-cut-silk-mens-kurta-churidar-mkpa07333.html,https://assets2.andaazfashion.com/media/catalog/product/w/o/woven-zari-light-sage-green-straight-cut-silk-mens-kurta-churidar-mkpa07333-1.jpg,Woven Zari Light Sage Green Straight Cut Silk Men's Kurta Churidar,Men's Clothing,Salwar Kameez,Straight Cut,Silk,Poly Cotton,Light Sage Green,"Diwali, Eid, Lohri, Navratri",All-season,31200,14%,"Weaved Thread Work, Zari Work",Top (Kurta) & Bottom (Pajama),Men,38-44,Brown,Traditional
158,https://www.andaazfashion.co.uk/men/kurta-pajama?p=15,https://www.andaazfashion.co.uk/raw-silk-kurta-pajama-set-in-black-colour-mkpv0102.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/a/raw-silk-kurta-pajama-set-in-black-colour-mkpv0102-1.jpg,Silk Kurta Pajama Set In Black Colour,Pakistani Cloth,Salwar Kameez,Traditional,Silk,Silk,Black,"Festival Wear, Party Wear, Wedding Wear",All-season,29700,43,Zari Work,Top (Kurta) & Bottom (Pajama),Pakistani Women,"43, 32-38",Black,Traditional
159,https://www.andaazfashion.co.uk/men/weddingwear?p=38,https://www.andaazfashion.co.uk/maroon-dupion-silk-plain-men-kurta-pajama-with-jacket-mkpa01203.html,https://assets2.andaazfashion.com/media/catalog/product/m/a/maroon-dupion-silk-plain-men-kurta-pajama-with-jacket-mkpa01203-1.jpg,Maroon Dupion Silk Plain Men Kurta Pajama With Jacket,Men,Kurta Pajama,Churidar Pajami Style,Dupion Silk,Dupion Silk,Maroon,"Wedding, Guest Wedding Wear, Festival, Sangeet",All-season,29700,24%,Plain,Top (Kurta) & Bottom (Pajama),Men,Unknown,Maroon,Traditional
160,https://www.andaazfashion.co.uk/men/kurta-pajama?p=62,https://www.andaazfashion.co.uk/printed-cotton-multi-color-churidar-men-kurta-mkpa01703.html,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-cotton-multi-color-churidar-men-kurta-mkpa01703-1.jpg,Printed Cotton Multi Color Churidar Men Kurta,Men's Clothing,Salwar Kameez,Traditional,Cotton,Art Silk,Multi Color,Festival Wear,All-season,29700,43%,Printed,Top (Kurta) & Bottom (Pajama),Men,Unknown,Multi Color,Traditional
161,https://www.andaazfashion.co.uk/men/sherwani?p=12,https://www.andaazfashion.co.uk/light-beige-silk-mirror-embroidered-men-sherwani-mstv0996.html,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-beige-silk-mirror-embroidered-men-sherwani-mstv0996-1.jpg,Light Beige Silk Mirror Embroidered Men Sherwani,Men Sherwani,Sherwani,Traditional,Silk,Dupion Silk,Light Beige,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,112200,43%,"Mirror Work, Thread Work",Top (Sherwani) & Bottom (Pajama),Men,,,
162,https://www.andaazfashion.co.uk/men/sherwani?p=31,https://www.andaazfashion.co.uk/beige-dupion-silk-woven-men-sherwani-mstv02093.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-dupion-silk-woven-men-sherwani-mstv02093-1.jpg,Beige Dupion Silk Woven Men Sherwani,Pakistani Cloth,Sherwani,Jacket Style,Dupion Silk,Dupion Silk,Pure Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55200,23,Woven,Top (Sherwani) & Bottom (Pajama),Pakistani Men,,,
163,https://www.andaazfashion.co.uk/men/kurta-pajama?p=10,https://www.andaazfashion.co.uk/embroidered-white-dupion-silk-straight-cut-mens-kurta-churidar-mkpa07101.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-white-dupion-silk-straight-cut-mens-kurta-churidar-mkpa07101-1.jpg,Embroidered White Dupion Silk Straight Cut Men's Kurta Churidar,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Silk,Pure White,"Guest of Wedding Wear, Sangeet",All-season,25200,43,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Pakistani Men,32-68,White,Traditional Sandals
164,https://www.andaazfashion.co.uk/men/kurta-pajama?p=54,https://www.andaazfashion.co.uk/woven-zari-pistachio-green-straight-cut-silk-mens-kurta-churidar-mkpa07338.html,https://assets2.andaazfashion.com/media/catalog/product/w/o/woven-zari-pistachio-green-straight-cut-silk-mens-kurta-churidar-mkpa07338-1.jpg,Woven Zari Pistachio Green Straight Cut Silk Men's Kurta Churidar,Indian Cloth,Salwar Kameez,Traditional,Silk,Poly Cotton,Pistachio Green,"Diwali, Eid, Lohri, Navratri",All-season,31200,22%,"Weaved Thread Work, Zari Work",Top (Kurta) & Bottom (Pajama),Indian Men,38-44,Brown,Traditional Sandals
165,https://www.andaazfashion.co.uk/men/coat-pant?p=2,https://www.andaazfashion.co.uk/navy-blue-weaved-thread-silk-jodhpuri-style-mens-sherwani-mstv03983.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-weaved-thread-silk-jodhpuri-style-mens-sherwani-mstv03983-1.jpg,Navy Blue Weaved Thread Silk Jodhpuri Style Men's Coat Pant,Men,Trouser Suit,Traditional,Silk,Silk,Navy Blue,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement",All-season,89700,26,Weaved Thread Work,Top (Coat) & Bottom (Pant),Men,32-68,Black,Formal Shoes
166,https://www.andaazfashion.co.uk/men/weddingwear?p=98,https://www.andaazfashion.co.uk/trombone-yellow-poly-cotton-embroidered-mens-kurta-churidar-mkpa06201.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/r/trombone-yellow-poly-cotton-embroidered-mens-kurta-churidar-mkpa06201-1.jpg,Trombone Yellow Poly Cotton Embroidered Men's Kurta Churidar,Men Kurta Pajama,Salwar Kameez,Churidar,Poly Cotton,Poly Cotton,Trombone Yellow,"Wedding Wear, Guest of Wedding Wear, Sangeet, Haldi",All-season,29700,19%,"Patch Work, Resham Work, Thread Work, Zari Work",Top (Kurta) & Bottom (Pajama),Men,44,Brown,Traditional
167,https://www.andaazfashion.co.uk/men/weddingwear?p=50,https://www.andaazfashion.co.uk/white-dupion-silk-mens-kurta-pajama-mkpa01947.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-dupion-silk-mens-kurta-pajama-mkpa01947-1.jpg,White Dupion Silk Men's Kurta Pajama,Pakistani Cloth,Salwar Kameez,Straight Cut,Dupion Silk,Dupion Silk,Pure White,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,25200,20%,Plain,Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 32-36",Black,Traditional Sandals
168,https://www.andaazfashion.co.uk/men/kurta-pajama?p=23,https://www.andaazfashion.co.uk/zari-embroidered-dupion-silk-rust-orange-mens-kurta-churidar-mkpa06016.html,https://assets2.andaazfashion.com/media/catalog/product/z/a/zari-embroidered-dupion-silk-rust-orange-mens-kurta-churidar-mkpa06016-1.jpg,Zari Embroidered Dupion Silk Rust Orange Men's Kurta Churidar,Men Kurta Pajama,Salwar Kameez,Churidar,Dupion Silk,Dupion Silk,Rust Orange,"Traditional, Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,23700,43%,"Zari Work, Lace Work",Top (Kurta) & Bottom (Pajama),Men,36-44,Brown,Traditional
169,https://www.andaazfashion.co.uk/men/kurta-pajama?p=19,https://www.andaazfashion.co.uk/midnight-blue-cottton-kurta-with-zari-work-mkpv0182.html,https://assets2.andaazfashion.com/media/catalog/product/m/i/midnight-blue-cottton-kurta-with-zari-work-mkpv0182-2.jpg,Midnight Blue Colored Cotton Kurta with Zari Work,Pakistani Cloth,Salwar Kameez,Traditional,Cotton,Cotton,Midnight Blue,Festival Wear,All-season,26700,28%,Zari Work,Top (Kurta),Pakistani Women,,,
170,https://www.andaazfashion.co.uk/men/kurta-pajama?p=118,https://www.andaazfashion.co.uk/olive-green-silk-embroidered-straight-cut-mens-kurta-with-churidar-mkpa08740.html,https://assets2.andaazfashion.com/media/catalog/product/o/l/olive-green-silk-embroidered-straight-cut-mens-kurta-with-churidar-mkpa08740-1.jpg,Olive Green Silk Embroidered Straight Cut Men's Kurta With Churidar,Men Kurta Pajama,Salwar Kameez,Traditional,Silk,Silk,Olive Green,"Diwali, Eid, Lohri, Navratri",All-season,23700,28%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,Up to 66 inches chest size,Brown,Traditional
171,https://www.andaazfashion.co.uk/men/weddingwear?p=19,https://www.andaazfashion.co.uk/blue-art-silk-men-kurta-pajama-with-waistcoat-mkpa01058.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/blue-art-silk-men-kurta-pajama-with-waistcoat-mkpa01058-1.jpg,Blue Art Silk Men Kurta Pajama With Waistcoat,Men,Kurta Pajama,Bandhgala,Art Silk,Art Silk,Blue,"Wedding, Party Wear, Guest Wedding Wear, Festival",All-season,29700,24%,Not specified,Top (Kurta) & Bottom (Pajama),Men,Not specified,Not specified,Not specified
172,https://www.andaazfashion.co.uk/men/weddingwear?p=21,https://www.andaazfashion.co.uk/woven-zari-jacquard-light-blue-men-sherwani-mstv0699.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/o/woven-zari-jacquard-light-blue-men-sherwani-mstv0699-1.jpg,Woven Zari Jacquard Light Blue Men Sherwani,Men Sherwani,Sherwani,Traditional,Jacquard,Dupion Silk,Light Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,58200,43%,"Woven, Zari",Top (Sherwani) & Bottom (Pajama),Men,,,
173,https://www.andaazfashion.co.uk/men/sherwani?p=32,https://www.andaazfashion.co.uk/jacquard-beige-men-sherwani-with-dhoti-mstv01126.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/j/a/jacquard-beige-men-sherwani-with-dhoti-mstv01126-1.jpg,Jacquard Beige Sherwani with Dhoti for Men,Men,Sherwani,Angrakha,Jacquard,Dupion Silk,Pure Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,74700,26%,"Woven, Zari",Top (Sherwani) & Bottom (Pajama),Men,,,
174,https://www.andaazfashion.co.uk/men/sherwani?p=63,https://www.andaazfashion.co.uk/silk-light-grey-mens-kurta-pajama-with-embroidered-jacket-mkpa07800.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-light-grey-mens-kurta-pajama-with-embroidered-jacket-mkpa07800-1.jpg,Embroidered Light Grey Kurta Pajama in Silk with Jacket,Men Kurta Pajama,Salwar Kameez,Jacket Style,Silk,Silk,Light Grey,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement",All-season,119700,43%,Resham thread work,"Kurta (Included Lining), Jacket, Bottom & Dupatta",Men,32-68,Mauve-Light Mauve,Traditional
175,https://www.andaazfashion.co.uk/men/weddingwear?p=99,https://www.andaazfashion.co.uk/art-silk-cream-jacket-style-mens-kurta-churidar-mkpa06434.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/r/art-silk-cream-jacket-style-mens-kurta-churidar-mkpa06434-1.jpg,Ivory Kurta Churidar Set with Blue Floral Nehru Jacket,Men's Ethnic Wear,Salwar Kameez,Churidar,Art Silk,Art Silk,"Ivory, Blue","Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,23400,43,Plain Work,"Kurta (Included Lining), Jacket, Bottom & Dupatta",Men,44,Brown,Traditional
176,https://www.andaazfashion.co.uk/men/sherwani?p=50,https://www.andaazfashion.co.uk/pale-pink-sequins-embroidered-silk-wedding-wear-mens-sherwani-mstv03560.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/a/pale-pink-sequins-embroidered-silk-wedding-wear-mens-sherwani-mstv03560-1.jpg,Pale Pink Sequins Embroidered Silk Wedding Wear Men's Sherwani,Men,Sherwani,Straight Cut,Silk,Dupion Silk,Pale Pink,"Wedding Wear, Sangeet, Engagement",All-season,188700,21%,"Beads Work, Cutdana Work, Resham Work, Sequins Work, Stone Work, Thread Work",Top (Sherwani) & Bottom (Pajama) & Dupatta,Men,Up to 44 inches,Black,Traditional
177,https://www.andaazfashion.co.uk/men/weddingwear?p=95,https://www.andaazfashion.co.uk/light-beige-weaved-zari-jacquard-mens-achkan-style-sherwani-mstv02954.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-beige-weaved-zari-jacquard-mens-achkan-style-sherwani-mstv02954-1.jpg,Light Beige Weaved Zari Jacquard Men's Achkan Style Sherwani,Men Sherwani,Sherwani,Achkan,Silk,Dupion Silk,Light Beige,"Wedding Wear, Sangeet, Engagement",All-season,68700,26%,"Beads Work, Dabka Work, Stone Work, Weaved Thread Work, Zari Work",Top (Sherwani) & Bottom (Pajama),Men,Up to 52 inches,Brown,Traditional
178,https://www.andaazfashion.co.uk/men/weddingwear?p=39,https://www.andaazfashion.co.uk/dark-maroon-dupion-silk-beads-embroidered-men-kurta-mkv00379.html,https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-maroon-dupion-silk-beads-embroidered-men-kurta-mkv00379-1.jpg,Dark Maroon Dupion Silk Beads Embroidered Men Kurta,Men Kurta,Kurta,Traditional,Dupion Silk,Dupion Silk,Dark Maroon,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement",All-season,28200,72%,"Beads Work, Dori Work",Top (Kurta),Men,66,Dark Maroon,Traditional
179,https://www.andaazfashion.co.uk/men/weddingwear?p=25,https://www.andaazfashion.co.uk/dark-purple-velvet-sherwani-with-dhoti-pant-mstv00184.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/s/mstv00184-wine.jpg,Dark Purple Velvet Sherwani With Dhoti Pant,Pakistani Cloth,Trouser Suit,Traditional,Velvet,Velvet,Dark Purple,Wedding Wear,All-season,146700,26%,"Dabka, Sequins and Stone Work","Top (Kurta), Bottom (Pajama)",Pakistani Women,,,
180,https://www.andaazfashion.co.uk/men/weddingwear?p=98,https://www.andaazfashion.co.uk/dusty-pink-jacquard-weaved-thread-mens-kurta-churidar-mkpa06192.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dusty-pink-jacquard-weaved-thread-mens-kurta-churidar-mkpa06192-1.jpg,Dusty Pink Jacquard Weaved Thread Men's Kurta Churidar,Men Kurta Pajama,Salwar Kameez,Churidar,Jacquard,Poly Cotton,Dusty Pink,"Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,26700,18%,"Lace Work, Weaved Thread Work",Top (Kurta) & Bottom (Pajama),Men,44,Brown,Traditional
181,https://www.andaazfashion.co.uk/men/coat-pant?p=3,https://www.andaazfashion.co.uk/viscose-dark-maroon-plain-jodhpuri-style-mens-sherwani-mstv03961.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/v/i/viscose-dark-maroon-plain-jodhpuri-style-mens-sherwani-mstv03961-1.jpg,Viscose Dark Maroon Plain Jodhpuri Style Men's Coat Pant,Men's Clothing,Trouser Suit,Traditional,Viscose,Viscose,Dark Maroon,"Wedding Wear, Guest of Wedding Wear, Engagement",All-season,89700,26,Plain Work,Top (Coat) & Bottom (Pant),Men,32-68,Black,Formal Shoes
