,web-scraper-order,web-scraper-start-url,Products-href,Package Content,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
45,1751699171-49,https://www.andaazfashion.com/kurti-tunic?p=7,https://www.andaazfashion.com/embroidered-cotton-navy-blue-casual-wear-kurti-lkv003963.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-cotton-navy-blue-casual-wear-kurti-lkv003963-1.jpg,Embroidered Cotton Navy Blue Casual Wear Kurti,Women,Kurti,Contemporary,Cotton,Cotton,Navy Blue,Casual Wear,All-season,23700,28%,"Resham Work, Sequins Work, Thread Work, Weaved Thread Work",Top (Kurti),Women,One Size,Matching or Contrasting Colors,Sandals or Flats
46,1751699175-50,https://www.andaazfashion.com/kurti-tunic?p=7,https://www.andaazfashion.com/light-yellow-cotton-embroidered-straight-cut-kurti-lkv003968.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-yellow-cotton-embroidered-straight-cut-kurti-lkv003968-1.jpg,Light Yellow Cotton Embroidered Straight Cut Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Light Yellow,Casual Wear,Summer,27600,43%,"Resham Work, Sequins Work, Thread Work",Top (Kurti),Pakistani Women,,,
47,1751699180-51,https://www.andaazfashion.com/kurti-tunic?p=7,https://www.andaazfashion.com/embroidered-cotton-dusty-pink-straight-cut-kurti-lkv003967.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-cotton-dusty-pink-straight-cut-kurti-lkv003967-1.jpg,Embroidered Cotton Dusty Pink Straight Cut Kurti,Pakistani Cloth,Kurti,Traditional,Cotton,Cotton,Dusty Pink,Casual Wear,All-season,27600,12%,"Resham Work, Thread Work",Top (Kurti),Pakistani Women,,,
48,1751699184-52,https://www.andaazfashion.com/kurti-tunic?p=7,https://www.andaazfashion.com/dusty-pink-cotton-embroidered-straight-cut-kurti-lkv003977.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dusty-pink-cotton-embroidered-straight-cut-kurti-lkv003977-1.jpg,Dusty Pink Cotton Embroidered Straight Cut Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Dusty Pink,Casual Wear,All-season,27600,43%,"Resham Work, Sequins Work, Thread Work",Top (Kurti),Pakistani Women,One Size,Neutral,Flats
49,1751699188-53,https://www.andaazfashion.com/kurti-tunic?p=7,https://www.andaazfashion.com/green-cotton-straight-cut-kurti-lkv00716.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/green-cotton-straight-cut-kurti-lkv00716-1.jpg,Cotton Kurti with Thread Embroidery in Green for Party,Pakistani Cloth,Kurti,Traditional,Cotton,Cotton,Pure Green,"Festival Wear, Casual Wear",All-season,22500,72%,Thread Work,Top (Kurti),Pakistani Women,"40, 42, 44","Green, White","Sandals, Flats"
50,1751699340-56,https://www.andaazfashion.com/kurti-tunic?p=7,https://www.andaazfashion.com/teal-blue-rayon-embroidered-kurti-lkv001978.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-rayon-embroidered-kurti-lkv001978-1.jpg,Rayon Kurti with Thread Embroidery in Teal Blue for Party,Women,Kurti,Contemporary,Rayon,Rayon,Teal Blue,"Festival Wear, Party",All-season,39900,13%,"Resham Work, Sequins, Thread Work",Top (Kurti),Women,,,
51,1751699437-57,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/blush-pink-rayon-printed-frock-style-casual-wear-kurti-lkv003786.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/blush-pink-rayon-printed-frock-style-casual-wear-kurti-lkv003786-1.jpg,Blush Pink Rayon Printed Frock Style Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Rayon,Rayon,Blush Pink,Casual Wear,All-season,19800,21%,"Gota Patti Work, Printed",Top (Kurti),Pakistani Women,"40, 42, 44","White, Silver","Sandals, Flats"
52,1751699443-58,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/beige-cotton-kurti-with-printed-lkv001084.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-cotton-kurti-with-printed-lkv001084-1.jpg,Beige Cotton Kurti With Printed,Women,Salwar Kameez,Contemporary,Cotton,Cotton,Pure Beige,Festival Wear,All-season,56400,72%,"Beads Work, Sequins, Printed",Top (Kurti),Pakistani Women,"40, 42, 44","Beige, White","Sandals, Flats"
53,1751699450-59,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/tomato-red-gota-patti-embroidered-rayon-kurti-lkv00975.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/o/tomato-red-gota-patti-embroidered-rayon-kurti-lkv00975-1.jpg,Tomato Red Gota Patti Embroidered Rayon Kurti,Indian Cloth,Kurti,Fancy,Rayon,Rayon,Tomato Red,Festival Wear,All-season,107400,72%,Gota Patti Embroidery,Top (Kurti),Indian Women,One Size,Matching,Sandals
54,1751699454-60,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/dusty-mauve-rayon-printed-short-kurti-lkv004050.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dusty-mauve-rayon-printed-short-kurti-lkv004050-1.jpg,Dusty Mauve Rayon Printed Short Kurti,Indian Cloth,Kurti,Contemporary,Rayon,Rayon,Dusty Mauve,Casual Wear,All-season,21600,28%,"Lace Work, Printed",Top (Kurti),Indian Women,One Size,Neutral,Flats
55,1751699457-61,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/black-cotton-printed-short-casual-wear-kurti-lkv004068.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-cotton-printed-short-casual-wear-kurti-lkv004068-1.jpg,Black Cotton Printed Short Casual Wear Kurti,Women,Kurti,Contemporary,Cotton,Cotton,Pure Black,Casual Wear,All-season,17700,33%,Printed,Top (Kurti),Women,,,
56,1751699461-62,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/dark-beige-cotton-printed-short-casual-wear-kurti-lkv004063.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-beige-cotton-printed-short-casual-wear-kurti-lkv004063-1.jpg,Dark Beige Cotton Printed Short Casual Wear Kurti,Women,Kurti,Contemporary,Cotton,Cotton,Dark Beige,Casual Wear,All-season,17700,43%,Printed,Top (Kurti),Pakistani Women,One Size,Brown,Sandals
57,1751699466-63,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/black-rayon-embroidered-straight-cut-kurti-lkv004090.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-rayon-embroidered-straight-cut-kurti-lkv004090-1.jpg,Black Rayon Kurti with Resham Work & Chinese Collar,Women,Salwar Kameez,Traditional,Rayon,Rayon,Pure Black,Casual Wear,All-season,39900,43%,"Resham Work, Thread Work",Top (Kurti),Pakistani Women,One Size,Black,Flats
58,1751699470-64,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/light-maroon-blue-silk-embroidered-a-line-kurti-lkv004097.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-maroon-blue-silk-embroidered-a-line-kurti-lkv004097-1.jpg,Light Maroon Blue Silk Embroidered A Line Kurti,Indian Cloth,Kurti,A Line,Silk,Silk,Light Maroon,Festival Wear,All-season,35700,25%,"Resham Work, Thread Work",Top (Kurti),Indian Women,One Size,Matching,Sandals
59,1751699475-65,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/bottle-green-silk-embroidered-a-line-kurti-lkv004100.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/o/bottle-green-silk-embroidered-a-line-kurti-lkv004100-1.jpg,Bottle Green Silk Embroidered A Line Kurti,Indian Cloth,Kurti,A Line,Silk,Silk,Bottle Green,Festival Wear,All-season,35700,43%,"Resham Work, Thread Work",Top (Kurti),Indian Women,One Size,Matching,Sandals
60,1751699479-66,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/navy-blue-cotton-slub-kurti-with-cigarette-pant-lkv0075.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-cotton-slub-kurti-with-cigarette-pant-lkv0075-1.jpg,Navy Blue Cotton Slub Kurti With Cigarette Pant,Pakistani Cloth,Salwar Kameez,Contemporary,Cotton Slub,Cotton Slub,Navy Blue,"Casual, Daily Wear",All-season,35700,72%,,,Pakistani Women,,,
61,1751699488-67,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/bamberg-pure-silk-sleeveless-long-kurti-4095.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/desig-no-4095-long-kurti-with-pallazzo-pant-front.jpg,Bamberg Pure Silk Sleeveless Long Kurti,Indian Cloth,Salwar Kameez,Contemporary,Silk,Silk,Silk,Party Wear,All-season,39900,21%,"Top (Included Lining), Bottom & Dupatta",Not specified,Indian Women,Not specified,Not specified,Not specified
62,1751699495-68,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/cream-beige-printed-cotton-casual-wear-kaftan-kurti-lkv003892.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-printed-cotton-casual-wear-kaftan-kurti-lkv003892-1.jpg,Cream Beige Printed Cotton Casual Wear Kaftan Kurti,Women,Salwar Kameez,Contemporary,Cotton,Cotton,Cream Beige,Casual Wear,Summer,17700,28%,Printed,Top (Kurti),Pakistani Women,One Size,Beige,Sandals
63,1751699499-69,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/mustard-rayon-kurti-resham-work-lkv0342.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-rayon-kurti-resham-work-lkv0342.jpg,Mustard Rayon Kurti Resham Work,Indian Cloth,Kurti,Contemporary,Rayon,Rayon,Mustard,"Casual, Daily Wear",All-season,21600,51%,Resham Work,,Indian Women,,,
64,1751699518-70,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/peach-rayon-embroidered-straight-cut-casual-wear-kurti-lkv003637.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/e/peach-rayon-embroidered-straight-cut-casual-wear-kurti-lkv003637-1.jpg,Peach Rayon Embroidered Straight Cut Casual Wear Kurti,Pakistani Cloth,Kurti,Traditional,Rayon,Rayon,Pure Peach,Casual Wear,All-season,21600,28%,"Resham Work, Thread Work",Top (Kurti),Pakistani Women,One Size,Neutral,Sandals
65,1751699523-71,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/white-georgette-printed-frock-style-kurti-lkv003896.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-georgette-printed-frock-style-kurti-lkv003896-1.jpg,White Georgette Printed Frock Style Kurti,Pakistani Cloth,Kurti,Contemporary,Georgette,Georgette,Off White,Casual Wear,Summer,27600,27%,Printed,Top (Kurti),Pakistani Women,,,
66,1751699534-72,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/teal-blue-poly-crepe-printed-kurti-lkv00832.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-poly-crepe-printed-kurti-lkv00832-1.jpg,Teal Blue Poly Crepe Printed Kurti,Women,Kurti,Printed,Poly Crepe,Poly Crepe,Teal Blue,Festival Wear,All-season,13800,73%,Printed,Top (Kurti),Women,,,
67,1751699539-73,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/cotton-kurti-set-in-prussian-blue-colour-lkv0114.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/i/m/image_2021_06_02t11_32_09_300z_3.jpg,Cotton Kurti Set In Prussian Blue Colour,Pakistani Cloth,Salwar Kameez,Contemporary,Cotton,Cotton,Prussian Blue,"Casual, Daily Wear",All-season,89400,72%,,,Pakistani Women,,,
68,1751699545-74,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/navy-blue-rayon-bandhej-print-casual-wear-kurti-lkv003585.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-rayon-bandhej-print-casual-wear-kurti-lkv003585-1.jpg,Navy Blue Rayon Bandhej Print Casual Wear Kurti,Indian Cloth,Kurti,Contemporary,Rayon,Rayon,Navy Blue,Casual Wear,All-season,19800,43%,"Mirror Work, Resham Work, Thread Work, Bandhej Print",Top (Kurti),Indian Women,One Size,Matching,Sandals
69,1751699549-75,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/teal-blue-rayon-embroidered-straight-cut-casual-wear-kurti-lkv003635.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-rayon-embroidered-straight-cut-casual-wear-kurti-lkv003635-1.jpg,Teal Blue Rayon Embroidered Straight Cut Casual Wear Kurti,Indian Cloth,Kurti,Traditional,Rayon,Rayon,Teal Blue,Casual Wear,All-season,15600,43%,"Resham Work, Thread Work",Top (Kurti),Indian Women,One Size,Matching,Sandals
70,1751699562-76,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/georgette-brick-red-printed-casual-wear-kurti-lkv003857.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/e/georgette-brick-red-printed-casual-wear-kurti-lkv003857-1.jpg,Georgette Brick Red Printed Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Georgette,Georgette,Brick Red,Casual Wear,All-season,19800,13%,Printed,Top (Kurti),Pakistani Women,,,
71,1751699572-77,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/salmon-pink-cotton-printed-short-cotton-kurti-lkv004008.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/salmon-pink-cotton-printed-short-cotton-kurti-lkv004008-1.jpg,Salmon Pink Cotton Short Kurti with Printed Detail,Women,Kurti,Contemporary,Cotton,Cotton,Salmon Pink,Casual Wear,Summer,19800,43%,Printed,Top (Kurti),Pakistani Women,One Size,Neutral,Flats
72,1751699583-78,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/mint-blue-cotton-printed-short-cotton-kurti-lkv004011.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/i/mint-blue-cotton-printed-short-cotton-kurti-lkv004011-1.jpg,Mint Blue Cotton Printed Short Cotton Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Mint Blue,Casual Wear,Summer,27300,28%,"Lace Work, Printed",Top (Kurti),Pakistani Women,One Size,White,Sandals
73,1751699602-79,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/off-white-cotton-printed-short-cotton-kurti-lkv004015.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/f/off-white-cotton-printed-short-cotton-kurti-lkv004015-1.jpg,Off White Cotton Printed Short Cotton Kurti,Women,Kurti,Contemporary,Cotton,Cotton,Off White,Casual Wear,Summer,17700,43%,"Lace Work, Printed",Top (Kurti),Women,,,
74,1751699611-80,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/powder-blue-cotton-embroidered-straight-cut-readymade-kurti-lkv003821.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/o/powder-blue-cotton-embroidered-straight-cut-readymade-kurti-lkv003821-1.jpg,Powder Blue Cotton Embroidered Straight Cut Readymade Kurti,Indian Cloth,Kurti,Contemporary,Cotton,Cotton,Powder Blue,Casual Wear,Summer,15600,13%,Lace Work,Top (Kurti),Indian Women,One Size,Any color,Sandals or Flats
75,1751699615-81,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/plain-embroidered-cotton-salmon-orange-kurti-lkv001454.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-embroidered-cotton-salmon-orange-kurti-lkv001454-1.jpg,Plain Embroidered Cotton Salmon Orange Kurti,Women,Kurti,Contemporary,Cotton,Cotton,Salmon Orange,Festival Wear,Summer,13800,73%,Plain Embroidery,Top (Kurti),Women,One Size,Neutral,Sandals
76,1751699623-82,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/cotton-trombone-yellow-kurti-lkv001080.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/cotton-trombone-yellow-kurti-lkv001080-1.jpg,Cotton Trombone Yellow Kurti,Women,Salwar Kameez,Contemporary,Cotton,Cotton,Trombone Yellow,Festival Wear,Summer,15600,72%,"Lace, Resham Work, Stone Work, Thread Work, Zari, Printed",Top (Kurti),Pakistani Women,40-42,"Yellow, White","Sandals, Flats"
77,1751699627-83,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/dark-green-rayon-embroidered-kurti-lkv002272.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-green-rayon-embroidered-kurti-lkv002272-1.jpg,Floor Length Kurti in Rayon Dark Green for Party,Pakistani Cloth,Kurti,Traditional,Rayon,Rayon,Dark Green,"Party, Festival Wear",All-season,19800,39%,"Resham Work, Thread Work, Zari",Top (Kurti),Pakistani Women,One Size,Matching Green or Gold,Sandals or Heels
78,1751699632-84,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/printed-poly-crepe-coral-pink-kurti-lkv00831.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/r/printed-poly-crepe-coral-pink-kurti-lkv00831-1.jpg,Printed Poly Crepe Coral Pink Kurti,Women,Kurti,Contemporary,Poly Crepe,Poly Crepe,Coral Pink,Festival Wear,Summer,13500,39%,Printed,Top (Kurti),Women,One Size,Matching,Sandals
79,1751699643-85,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/coral-pink-embroidered-cotton-casual-wear-kurti-lkv003962.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/coral-pink-embroidered-cotton-casual-wear-kurti-lkv003962-1.jpg,Coral Pink Embroidered Cotton Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Coral Pink,Casual Wear,Summer,23700,28%,"Resham Work, Thread Work, Printed",Top (Kurti),Pakistani Women,One Size,Neutral,Sandals
80,1751699664-86,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/cotton-dark-maroon-handloom-casual-wear-kurti-lkv003960.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/cotton-dark-maroon-handloom-casual-wear-kurti-lkv003960-1.jpg,Cotton Dark Maroon Handloom Casual Wear Kurti,Indian Cloth,Kurti,Contemporary,Cotton,Cotton,Dark Maroon,Casual Wear,All-season,23700,11%,"Resham Work, Thread Work, Weaved Thread Work",Top (Kurti),Indian Women,One Size,Black,Flats
81,1751699696-87,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/embroidered-dark-grey-cotton-casual-wear-kurti-lkv003966.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-dark-grey-cotton-casual-wear-kurti-lkv003966-1.jpg,Embroidered Dark Grey Cotton Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Dark Grey,Casual Wear,All-season,23700,21%,"Resham Work, Sequins Work, Thread Work, Weaved Thread Work",Top (Kurti),Pakistani Women,One Size,Black,Sandals
82,1751699704-88,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/embroidered-cotton-dark-maroon-casual-wear-kurti-lkv003975.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-cotton-dark-maroon-casual-wear-kurti-lkv003975-1.jpg,Embroidered Cotton Dark Maroon Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Dark Maroon,Casual Wear,All-season,27600,43%,"Resham Work, Sequins Work, Thread Work",Top (Kurti),Pakistani Women,One Size,Black,Flats
83,1751699877-89,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/mustard-yellow-cotton-anarkali-style-printed-kurti-lkv003825.html,Package :Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-yellow-cotton-anarkali-style-printed-kurti-lkv003825-1.jpg,Mustard Yellow Cotton Anarkali Style Printed Kurti,Women,Anarkali,Contemporary,Cotton,Cotton,Mustard Yellow,Casual Wear,All-season,27300,28%,"Lace Work, Pearl Work, Printed",Top (Kurti),Women,,,
84,1751699891-90,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/multi-color-kaftan-casual-wear-printed-satin-ankle-length-kurti-lkv003416.html,Package :Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/multi-color-kaftan-casual-wear-printed-satin-ankle-length-kurti-lkv003416-1.jpg,Multi Color Kaftan Casual Wear Printed Satin Ankle Length Kurti,Women,Salwar Kameez,Contemporary,Satin,Satin,Multi Color,Casual Wear,All-season,15600,37%,"Stone Work, Printed",Top (Kurti),Pakistani Women,One Size,Multi Color,Sandals
85,1751699897-91,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/chanderi-silk-kurti-in-light-pink-colour-for-festival-lkv003970.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/chanderi-silk-kurti-in-light-pink-colour-for-festival-lkv003970-1.jpg,Chanderi Silk Kurti in Light Pink colour for Festival,Women,Kurti,Contemporary,Chanderi Silk,Chanderi Silk,Light Pink,Festival Wear,All-season,27600,43%,"Beads Work, Cutdana Work, Resham Work, Sequins Work, Thread Work",Top (Kurti),Women,,,
86,1751699901-92,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/cream-beige-rayon-printed-frock-style-casual-wear-kurti-lkv003787.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-rayon-printed-frock-style-casual-wear-kurti-lkv003787-1.jpg,Cream Beige Rayon Printed Frock Style Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Rayon,Rayon,Cream Beige,Casual Wear,All-season,27300,28%,"Gota Patti Work, Printed",Top (Kurti),Pakistani Women,,,
87,1751699920-93,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/salmon-peach-rayon-printed-casual-wear-kurti-lkv003884.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/salmon-peach-rayon-printed-casual-wear-kurti-lkv003884-1.jpg,Salmon Peach Rayon Printed Casual Wear Kurti,Women,Kurti,Contemporary,Rayon,Rayon,Salmon Peach,Casual Wear,All-season,19800,38%,"Lace Work, Printed",Top (Kurti),Women,,,
88,1751699927-94,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/pastel-pink-rayon-printed-casual-wear-kurti-lkv003886.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/a/pastel-pink-rayon-printed-casual-wear-kurti-lkv003886-1.jpg,Pastel Pink Rayon Printed Casual Wear Kurti,Women,Kurti,Contemporary,Rayon,Rayon,Pastel Pink,Casual Wear,All-season,19800,31%,"Lace Work, Printed",Top (Kurti),Women,,,
89,1751699947-95,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/printed-cotton-blue-kurti-lkv00735.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/r/printed-cotton-blue-kurti-lkv00735-1.jpg,Blue Frock Style Casual Wear Kurti in Cotton,Indian Cloth,Kurti,Contemporary,Cotton,Cotton,Pure Blue,Festival Wear,Summer,22800,72%,Digital Print,Top (Kurti),Indian Women,One Size,Blue,Sandals
