,web-scraper-start-url,Products-href,Image URL-src,product_name,main_category,color,occasion,season,price_pkr,discount,work_details,shoe_color,shoe_style,Gender,fit_type,categorize_outfit,Category Style,fabric
1149,https://www.andaazfashion.co.uk/men/sherwani?p=31,https://www.andaazfashion.co.uk/black-plain-terry-rayon-jodhpuri-style-mens-sherwani-mstv04111.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-plain-terry-rayon-jodhpuri-style-mens-sherwani-mstv04111-1.jpg,Black Plain Terry Rayon Jodhpuri Style Men's Coat Pant,Men's Ethnic Wear,Pure Black,Wedding/Formal,Winter,89700,12,Plain Work,Black,Formal Shoes,Male,Single Size,Jodhpuri Suit,Traditional,Silk
1150,https://www.andaazfashion.co.uk/men/sherwani?p=10,https://www.andaazfashion.co.uk/black-silk-mens-jodhpuri-sherwani-with-embroidered-jacket-mstv04036.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-silk-mens-jodhpuri-sherwani-with-embroidered-jacket-mstv04036-1.jpg,Black Silk Men's Jodhpuri Suit With Embroidered Jacket,Men's Ethnic Wear,Pure Black,Wedding/Formal,Winter,89700,10,Lace Work,Black,Formal Shoes,Male,Single Size,Jodhpuri Suit,Traditional,Silk
1151,https://www.andaazfashion.co.uk/men/sherwani?p=20,https://www.andaazfashion.co.uk/teal-green-silk-printed-men-sherwani-mstv0693.html,https://assets2.andaazfashion.com/media/catalog/product/t/e/teal-green-silk-printed-men-sherwani-mstv0693-1.jpg,Teal Green Silk Printed Men Sherwani,Men's Ethnic Wear,Teal Green,Wedding/Formal,Winter,70200,26%,Printed,Black,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
1152,https://www.andaazfashion.co.uk/men/kurta-pajama?p=61,https://www.andaazfashion.co.uk/pale-pink-silk-mens-kurta-pajama-with-printed-jacket-mkpa07234.html,https://assets2.andaazfashion.com/media/catalog/product/p/a/pale-pink-silk-mens-kurta-pajama-with-printed-jacket-mkpa07234-1.jpg,Pale Pink Silk Men's Kurta Pajama With Printed Jacket,Men's Ethnic Wear,Pale Pink,Wedding/Formal,Summer,23700,43%,Plain Work,Brown,Traditional,Male,Range,Nehru Jacket,Fancy,Silk
1153,https://www.andaazfashion.co.uk/men/kurta-pajama?p=12,https://www.andaazfashion.co.uk/black-foil-print-dupion-silk-angrakha-style-mens-kurta-mkv00641.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-foil-print-dupion-silk-angrakha-style-mens-kurta-mkv00641-1.jpg,Black Foil Print Dupion Silk Angrakha Style Men's Kurta,Men's Ethnic Wear,Pure Black,Other,Winter,23400,43,Foil Print,Black,Traditional,Male,Single Size,Angrakha,Traditional,Silk
1154,https://www.andaazfashion.co.uk/men/coat-pant?p=7,https://www.andaazfashion.co.uk/navy-blue-plain-polyester-angrakha-style-mens-coat-pant-mstv04198.html,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-plain-polyester-angrakha-style-mens-coat-pant-mstv04198-1.jpg,Navy Blue Plain Polyester Angrakha Style Men's Coat Pant,Men's Ethnic Wear,Navy Blue,Wedding/Formal,Winter,55200,43%,Plain Work,Black,Formal Shoes,Male,Single Size,Angrakha,Traditional,Silk
1155,https://www.andaazfashion.co.uk/men/weddingwear?p=25,https://www.andaazfashion.co.uk/dupion-silk-royal-blue-dori-embroidered-mens-kurta-mkv00366.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-royal-blue-dori-embroidered-mens-kurta-mkv00366-1.jpg,Dupion Silk Royal Blue Dori Embroidered Men's Kurta,Men's Ethnic Wear,Royal Blue,Wedding/Formal,Spring,23700,72%,"Dori Work, Sequins Work",Black,Traditional,Male,Single Size,Kurta,Traditional,Silk
1156,https://www.andaazfashion.co.uk/men/kurta-pajama?p=63,https://www.andaazfashion.co.uk/salmon-pink-poly-cotton-printed-straight-cut-mens-kurta-churidar-mkpa07192.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/salmon-pink-poly-cotton-printed-straight-cut-mens-kurta-churidar-mkpa07192-1.jpg,Salmon Pink Poly Cotton Printed Straight Cut Men's Kurta Churidar,Men's Ethnic Wear,Salmon Pink,Wedding/Formal,Summer,25200,43%,"Paisley Print, Foil Print",Brown,Traditional,Male,Single Size,Churidar Suit,Traditional,Cotton
1157,https://www.andaazfashion.co.uk/men/kurta-pajama?p=59,https://www.andaazfashion.co.uk/resham-work-embroidered-dupion-silk-light-maroon-men-kurta-pajama-mkpa01034.html,https://assets2.andaazfashion.com/media/catalog/product/r/e/resham-work-embroidered-dupion-silk-light-maroon-men-kurta-pajama-mkpa01034-1.jpg,Resham Work Embroidered Dupion Silk Light Maroon Men Kurta Pajama,Men's Ethnic Wear,Maroon,Wedding/Formal,Winter,51000,18%,Resham Work,Black,Traditional,Male,Mixed Range,Kurta Set,Contemporary,Silk
1158,https://www.andaazfashion.co.uk/men/kurta-pajama?p=90,https://www.andaazfashion.co.uk/red-and-white-solid-kurta-with-pajama-mkpa0036.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/red-and-white-solid-kurta-with-pajama-1-mkpa0036_1.jpg,Red and White Solid Kurta Pajama for Wedding & Festival,Men's Ethnic Wear,Red,Wedding/Formal,Summer,26700,27%,Solid,White,Traditional,Male,Mixed Range,Kurta Set,Fancy,Cotton
1159,https://www.andaazfashion.co.uk/men/sherwani?p=35,https://www.andaazfashion.co.uk/eid-collection-blue-silk-embroidered-mens-jacket-style-sherwani-mstv02900.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/i/eid-collection-blue-silk-embroidered-mens-jacket-style-sherwani-mstv02900-1.jpg,Wedding Collection Blue Silk Embroidered Men's Jacket Style Sherwani,Men's Ethnic Wear,Pure Blue,Wedding/Formal,Winter,91200,43,Plain Work,Black,Traditional,Male,Single Size,Sherwani,Fancy,Silk
1160,https://www.andaazfashion.co.uk/men/sherwani?p=43,https://www.andaazfashion.co.uk/woven-zari-pistachio-green-mens-sherwani-mstv01921.html,https://assets2.andaazfashion.com/media/catalog/product/w/o/woven-zari-pistachio-green-mens-sherwani-mstv01921-1.jpg,Pistachio Green Traditional Wedding Wear Men Sherwani in Jacquard,Men's Ethnic Wear,Pistachio Green,Wedding/Formal,Winter,38700,22%,"Woven, Zari",Brown,Traditional,Male,Single Size,Sherwani,Contemporary,Synthetic
1161,https://www.andaazfashion.co.uk/men/weddingwear?p=70,https://www.andaazfashion.co.uk/navy-blue-dupion-silk-men-kurta-pajama-mkpa0644.html,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-dupion-silk-men-kurta-pajama-mkpa0644-1.jpg,Navy Blue Dupion Silk Men Kurta Pajama,Men's Ethnic Wear,Navy Blue,Wedding/Formal,Winter,26700,72%,Plain,Black,Traditional,Male,Mixed Range,Kurta Set,Contemporary,Silk
1162,https://www.andaazfashion.co.uk/men/kurta-pajama?p=3,https://www.andaazfashion.co.uk/bottle-green-embroidered-georgette-straight-cut-mens-kurta-pajama-mkpa07106.html,https://assets2.andaazfashion.com/media/catalog/product/b/o/bottle-green-embroidered-georgette-straight-cut-mens-kurta-pajama-mkpa07106-1.jpg,Bottle Green Embroidered Georgette Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Bottle Green,Other,Spring,28200,43%,"Resham Work, Thread Work",Black,Traditional,Male,Range,Kurta Set,Contemporary,Synthetic
1163,https://www.andaazfashion.co.uk/men/weddingwear?p=73,https://www.andaazfashion.co.uk/salmon-pink-jacket-style-silk-plain-mens-kurta-with-trouser-pants-mkpa07951.html,https://assets2.andaazfashion.com/media/catalog/product/s/a/salmon-pink-jacket-style-silk-plain-mens-kurta-with-trouser-pants-mkpa07951-1.jpg,Salmon Pink Jacket Style Silk Plain Men's Kurta With Trouser Pants,Men's Ethnic Wear,Salmon Pink,Wedding/Formal,Summer,62700,43%,Plain Work,Mauve-Mauve Taupe,Traditional,Male,Range,Jacket Style Outfit,Fancy,Silk
1164,https://www.andaazfashion.co.uk/men/sherwani?p=59,https://www.andaazfashion.co.uk/dupion-silk-brown-men-kurta-with-dhoti-mkpa0587.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-brown-men-kurta-with-dhoti-mkpa0587-1.jpg,Dupion Silk Brown Men Kurta With Dhoti,Men's Ethnic Wear,Brown,Party/Festive,Autumn,29700,72%,Plain,Brown,Traditional,Male,Mixed Range,Kurta with Dhoti,Traditional,Silk
1165,https://www.andaazfashion.co.uk/men/sherwani?p=47,https://www.andaazfashion.co.uk/light-grey-silk-embroidered-men-sherwani-mstv02173.html,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-grey-silk-embroidered-men-sherwani-mstv02173-1.jpg,Men’s Light Grey Silk Sherwani Embellished with Resham Work,Men's Ethnic Wear,Light Grey,Wedding/Formal,Summer,40200,43%,"Resham Work, Thread Work",Black,Traditional,Male,Single Size,Sherwani,Traditional,Silk
1166,https://www.andaazfashion.co.uk/men/kurta-pajama?p=52,https://www.andaazfashion.co.uk/men-navy-blue-asymmetrical-kurta-with-dhoti-mkpv0474.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/mens-navy-blue-assymetrical-kurta-with-dhoti-mkpv0474_1.jpg,Men Navy Blue Asymmetrical Kurta With Dhoti,Men's Ethnic Wear,Navy Blue,Wedding/Formal,Winter,22200,27%,Silk,Black,Traditional,Male,Single Size,Kurta with Dhoti,Heavy Work,Silk
1167,https://www.andaazfashion.co.uk/men/sherwani?p=40,https://www.andaazfashion.co.uk/embroidered-beige-art-silk-churidar-men-sherwani-mstv01932.html,https://assets2.andaazfashion.com/media/catalog/product/e/m/embroidered-beige-art-silk-churidar-men-sherwani-mstv01932-1.jpg,Embroidered Beige Art Silk Churidar Men Sherwani,Men's Ethnic Wear,Pure Beige,Wedding/Formal,Winter,58200,18%,"Resham Work, Sequins, Thread Work, Zari",Brown,Traditional,Male,Range,Sherwani,,Silk
1168,https://www.andaazfashion.co.uk/men/weddingwear?p=100,https://www.andaazfashion.co.uk/zari-embroidered-dupion-silk-navy-blue-mens-kurta-churidar-mkpa06012.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/z/a/zari-embroidered-dupion-silk-navy-blue-mens-kurta-churidar-mkpa06012-1.jpg,Zari Work Chiffon Navy Blue Men's Kurta Pajama,Men's Ethnic Wear,Navy Blue,Wedding/Formal,Winter,85800,72,"Lace Work, Zari Work",Black,Traditional,Male,Range,Kurta Set,Traditional,Silk
1169,https://www.andaazfashion.co.uk/men/sherwani?p=47,https://www.andaazfashion.co.uk/light-grey-jacquard-woven-churidar-men-sherwani-mstv01217.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-grey-jacquard-woven-churidar-men-sherwani-mstv01217-1.jpg,Light Grey Jacquard Woven Churidar Men Sherwani,Men's Ethnic Wear,Light Grey,Wedding/Formal,Summer,68700,72%,Woven,Black,Traditional,Male,Single Size,Sherwani,Traditional,Synthetic
1170,https://www.andaazfashion.co.uk/men/kurta-pajama?p=86,https://www.andaazfashion.co.uk/mirror-embroidered-art-silk-off-white-men-kurta-churidar-mkpa02481.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/i/mirror-embroidered-art-silk-off-white-men-kurta-churidar-mkpa02481-1.jpg,Mirror Embroidered Art Silk Off White Men Kurta Churidar,Men's Ethnic Wear,Off White,Wedding/Formal,Summer,28200,35%,"Mirror Work, Resham Work, Thread Work",Brown,Traditional,Male,Single Size,Churidar Suit,Traditional,Silk
1171,https://www.andaazfashion.co.uk/men/weddingwear?p=73,https://www.andaazfashion.co.uk/dark-green-art-silk-men-kurta-with-churidar-mkpa0497.html,https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-green-art-silk-men-kurta-with-churidar-mkpa0497-1.jpg,Dark Green Art Silk Men Kurta With Churidar,Men's Ethnic Wear,Dark Green,Wedding/Formal,Winter,41700,43%,Plain,Black,Traditional,Male,Mixed Range,Churidar Suit,Traditional,Silk
1172,https://www.andaazfashion.co.uk/men/kurta-pajama?p=48,https://www.andaazfashion.co.uk/silk-blend-bottle-green-embroidered-mens-kurta-churidar-mkpa08991.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-blend-bottle-green-embroidered-mens-kurta-churidar-mkpa08991-1.jpg,Silk Blend Bottle Green Embroidered Men’s Kurta Churidar,Men's Ethnic Wear,Bottle Green,Wedding/Formal,Spring,26700,43,"Resham Work, Sequins Work, Thread Work",Brown,Traditional Sandals,Male,Single Size,Churidar Suit,Traditional,Silk
1173,https://www.andaazfashion.co.uk/men/coat-pant?p=6,https://www.andaazfashion.co.uk/plain-black-terry-rayon-asymmetric-jodhpuri-style-mens-sherwani-mstv04102.html,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-black-terry-rayon-asymmetric-jodhpuri-style-mens-sherwani-mstv04102-1.jpg,Plain Black Terry Rayon Asymmetric Jodhpuri Style Men's Coat Pant,Men's Ethnic Wear,Pure Black,Wedding/Formal,Winter,89700,43%,Plain Work,Black,Formal Shoes,Male,Single Size,Jodhpuri Suit,Traditional,Silk
1174,https://www.andaazfashion.co.uk/men/sherwani?p=40,https://www.andaazfashion.co.uk/mint-green-silk-mens-sherwani-mstv02205.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/i/mint-green-silk-mens-sherwani-mstv02205-1.jpg,Mint Green Silk Men's Sherwani,Men's Ethnic Wear,Mint Green,Wedding/Formal,Winter,43200,35%,"Resham Work, Thread Work",Black,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
1175,https://www.andaazfashion.co.uk/men/kurta-pajama?p=47,https://www.andaazfashion.co.uk/plain-beige-dupion-silk-men-kurta-pajama-mkpa04331.html,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-beige-dupion-silk-men-kurta-pajama-mkpa04331-1.jpg,Plain Beige Dupion Silk Men Kurta Pajama,Men's Ethnic Wear,Beige,Wedding/Formal,Summer,29700,24%,Plain,Brown,Traditional,Male,Mixed Range,Kurta Set,Contemporary,Silk
1176,https://www.andaazfashion.co.uk/men/kurta-pajama?p=78,https://www.andaazfashion.co.uk/pale-yellow-cotton-printed-straight-cut-mens-kurta-pajama-mkpa08326.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/a/pale-yellow-cotton-printed-straight-cut-mens-kurta-pajama-mkpa08326-1.jpg,Pale Yellow Cotton Printed Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Pale Yellow,Casual,Summer,11700,22%,Printed,Brown,Sandals,Male,Single Size,Kurta Set,Printed,Cotton
1177,https://www.andaazfashion.co.uk/men/weddingwear?p=21,https://www.andaazfashion.co.uk/mustard-yellow-silk-jacket-style-mens-plain-kurta-pajama-mkpa07707.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-yellow-silk-jacket-style-mens-plain-kurta-pajama-mkpa07707-1.jpg,Mustard Yellow Silk Jacket Style Men's Plain Kurta Pajama,Men's Ethnic Wear,Mustard Yellow,Wedding/Formal,Summer,43200,43%,Plain Work,Brown,Traditional,Male,Range,Jacket Style Outfit,Fancy,Silk
1178,https://www.andaazfashion.co.uk/men/kurta-pajama?p=47,https://www.andaazfashion.co.uk/dark-brown-silk-mens-kurta-pajama-with-printed-jacket-mkpa07231.html,https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-brown-silk-mens-kurta-pajama-with-printed-jacket-mkpa07231-1.jpg,Dark Brown Silk Men's Kurta Pajama With Printed Jacket,Men's Ethnic Wear,Dark Brown,Wedding/Formal,Winter,23700,26%,Plain Work,Brown,Traditional,Male,Range,Nehru Jacket,Fancy,Silk
1179,https://www.andaazfashion.co.uk/men/sherwani?p=32,https://www.andaazfashion.co.uk/yellow-jacquard-men-sherwani-mstv01075.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/y/e/yellow-jacquard-men-sherwani-mstv01075-1.jpg,Yellow Jacquard Men Sherwani with Dhoti for Traditional Events,Men's Ethnic Wear,Pure Yellow,Wedding/Formal,Summer,44700,72,"Woven, Zari",Brown,Traditional,Male,Mixed Range,Sherwani,Contemporary,Synthetic
1180,https://www.andaazfashion.co.uk/men/sherwani?p=52,https://www.andaazfashion.co.uk/peach-printed-cotton-silk-asymmetrical-style-mens-sherwani-mstv02815.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/e/peach-printed-cotton-silk-asymmetrical-style-mens-sherwani-mstv02815-1.jpg,Peach Printed Cotton Silk Asymmetrical Style Men's Sherwani,Men's Ethnic Wear,Pure Peach,Wedding/Formal,Summer,29700,17%,Printed,Brown,Mojari,Male,Single Size,Sherwani,Contemporary,Cotton
1181,https://www.andaazfashion.co.uk/men/kurta-pajama?p=54,https://www.andaazfashion.co.uk/weaved-thread-turquoise-blue-silk-mens-kurta-pajama-mkpa07340.html,https://assets2.andaazfashion.com/media/catalog/product/w/e/weaved-thread-turquoise-blue-silk-mens-kurta-pajama-mkpa07340-1.jpg,Weaved Thread Turquoise Blue Silk Men's Kurta Pajama,Men's Ethnic Wear,Turquoise Blue,Other,Spring,26700,43%,Weaved Thread Work,Brown,Traditional Sandals,Male,Range,Kurta Set,Traditional,Silk
1182,https://www.andaazfashion.co.uk/men/sherwani?p=40,https://www.andaazfashion.co.uk/turquoise-green-dupion-silk-mens-sherwani-mstv02194.html,https://assets2.andaazfashion.com/media/catalog/product/t/u/turquoise-green-dupion-silk-mens-sherwani-mstv02194-1.jpg,Turquoise Green Dupion Silk Men's Sherwani,Men's Ethnic Wear,Turquoise Green,Wedding/Formal,Winter,41700,20%,Zari,Brown,Traditional,Male,Mixed Range,Sherwani,Traditional,Silk
1183,https://www.andaazfashion.co.uk/men/sherwani?p=14,https://www.andaazfashion.co.uk/silk-woven-zari-cream-mens-asymmetrical-sherwani-mstv03876.html,https://assets2.andaazfashion.com/media/catalog/product/s/i/silk-woven-zari-cream-mens-asymmetrical-sherwani-mstv03876-1.jpg,Silk Woven Zari Cream Men's Asymmetrical Sherwani,Men's Ethnic Wear,Pure Cream,Wedding/Formal,Winter,67200,35%,"Weaved Thread Work, Zari Work",Cream,Traditional,Male,Range,Sherwani,Traditional,Silk
1184,https://www.andaazfashion.co.uk/men/sherwani?p=23,https://www.andaazfashion.co.uk/cream-beige-silk-mens-resham-embroidered-assymetrical-sherwani-mstv04302.html,https://assets2.andaazfashion.com/media/catalog/product/c/r/cream-beige-silk-mens-resham-embroidered-assymetrical-sherwani-mstv04302-1.jpg,Cream Beige Silk Men's Resham Embroidered Assymetrical Sherwani,Men's Ethnic Wear,Cream Beige,Wedding/Formal,Winter,50700,35%,"Resham Work, Sequins Work, Thread Work",Brown,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
1185,https://www.andaazfashion.co.uk/men/kurta-pajama?p=62,https://www.andaazfashion.co.uk/off-white-silk-men-plain-kurta-with-churidar-mkpa0601.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/f/off-white-silk-men-plain-kurta-with-churidar-mkpa0601-1.jpg,Off White Silk Men Plain Shalwar Kameez With Waistcoat,Men's Ethnic Wear,Off White,Wedding/Formal,Summer,52200,40%,Plain,Black,Traditional Sandals,Male,Mixed Range,Waistcoat,Traditional,Silk
1186,https://www.andaazfashion.co.uk/men/sherwani?p=47,https://www.andaazfashion.co.uk/navy-blue-jacket-style-sequins-embroidered-silk-mens-sherwani-mstv03821.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-jacket-style-sequins-embroidered-silk-mens-sherwani-mstv03821-1.jpg,Navy Blue Jacket Style Sequins Embroidered Silk Men's Sherwani,Men's Ethnic Wear,Navy Blue,Wedding/Formal,Winter,77400,43%,"Resham Work, Sequins Work, Thread Work",Black,Traditional,Male,Single Size,Sherwani,Fancy,Silk
1187,https://www.andaazfashion.co.uk/men/kurta-pajama?p=60,https://www.andaazfashion.co.uk/printed-cotton-yellow-printed-men-kurta-pajama-mkpa02466.html,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-cotton-yellow-printed-men-kurta-pajama-mkpa02466-1.jpg,Printed Cotton Yellow Printed Men Kurta Pajama,Men's Ethnic Wear,Pure Yellow,Wedding/Formal,Summer,29700,43%,Printed,White,Traditional,Male,Single Size,Kurta Set,Contemporary,Cotton
1188,https://www.andaazfashion.co.uk/men/sherwani?p=20,https://www.andaazfashion.co.uk/cotton-silk-light-maroon-embroidered-jacket-style-mens-sherwani-mstv03909.html,https://assets2.andaazfashion.com/media/catalog/product/c/o/cotton-silk-light-maroon-embroidered-jacket-style-mens-sherwani-mstv03909-1.jpg,Cotton Silk Light Maroon Embroidered Jacket Style Men's Sherwani,Men's Ethnic Wear,Light Maroon,Wedding/Formal,Summer,92700,35%,"Beads Work, Cutdana Work, Resham Work, Sequins Work, Thread Work",Black,Traditional,Male,Range,Sherwani,Fancy,Cotton
1189,https://www.andaazfashion.co.uk/men/sherwani?p=31,https://www.andaazfashion.co.uk/white-jacquard-indo-western-men-sherwani-mstv01478.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-jacquard-indo-western-men-sherwani-mstv01478-1.jpg,White Party Wear Weaved Thread Work Men Sherwani in Jacquard,Men's Ethnic Wear,Pure White,Wedding/Formal,Summer,68700,23,Woven,White,Traditional,Male,Single Size,Sherwani,Contemporary,Synthetic
1190,https://www.andaazfashion.co.uk/men/kurta-pajama?p=62,https://www.andaazfashion.co.uk/trombone-yellow-dupion-silk-embroidered-mens-kurta-with-churidar-mkpa0663.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/r/trombone-yellow-dupion-silk-embroidered-mens-kurta-with-churidar-mkpa0663-1.jpg,Trombone Yellow Dupion Silk Embroidered Men's Kurta With Churidar,Men's Ethnic Wear,Trombone Yellow,Wedding/Formal,Summer,29700,29,"Mirror Work, Resham Work, Thread Work",Beige,Traditional,Male,Mixed Range,Churidar Suit,Traditional,Silk
1191,https://www.andaazfashion.co.uk/men/sherwani?p=44,https://www.andaazfashion.co.uk/plain-silk-front-slit-mens-sherwani-in-light-mauve-mstv03228.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-silk-front-slit-mens-sherwani-in-light-mauve-mstv03228-1.jpg,Plain Silk Front Slit Men's Sherwani In Light Mauve,Men's Ethnic Wear,Light Mauve,Wedding/Formal,Summer,29700,18%,Plain Work,Black,Traditional,Male,Single Size,Sherwani,Traditional,Silk
1192,https://www.andaazfashion.co.uk/men/sherwani?p=31,https://www.andaazfashion.co.uk/woven-zari-grey-dupion-silk-men-sherwani-mstv01929.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/o/woven-zari-grey-dupion-silk-men-sherwani-mstv01929-1.jpg,Woven Zari Grey Dupion Silk Men Sherwani,Men's Ethnic Wear,Pure Grey,Wedding/Formal,Winter,66600,17,"Woven, Zari",Black,Traditional,Male,Multi Size,Sherwani,Contemporary,Silk
1193,https://www.andaazfashion.co.uk/men/weddingwear?p=72,https://www.andaazfashion.co.uk/plain-cotton-sky-blue-men-kurta-pajama-mkpa0313.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-cotton-sky-blue-men-kurta-pajama-mkpa0313-1.jpg,Plain Cotton Sky Blue Kurta With White Pajama,Men's Ethnic Wear,Blue,Wedding/Formal,Summer,29700,43%,Plain,Blue,Traditional,Male,Mixed Range,Kurta Set,Traditional,Cotton
1194,https://www.andaazfashion.co.uk/men/weddingwear?p=96,https://www.andaazfashion.co.uk/dark-grey-weaved-jacquard-asymmetric-mens-sherwani-mstv03498.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-grey-weaved-jacquard-asymmetric-mens-sherwani-mstv03498-1.jpg,Dark Grey Weaved Jacquard Asymmetric Men's Sherwani,Men's Ethnic Wear,Dark Grey,Wedding/Formal,Winter,38700,43%,"Weaved Thread Work, Zari Work",Black,Traditional,Male,Range,Sherwani,Contemporary,Synthetic
1195,https://www.andaazfashion.co.uk/men/kurta-pajama?p=45,https://www.andaazfashion.co.uk/off-white-printed-art-silk-jacket-style-mens-kurta-with-churidar-mkpa07885.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/f/off-white-printed-art-silk-jacket-style-mens-kurta-with-churidar-mkpa07885-1.jpg,Off White Printed Art Silk Jacket Style Men's Kurta With Churidar,Men's Ethnic Wear,Off White,Wedding/Formal,Summer,35700,16,Printed,Green-Seafoam,Traditional,Male,Single Size,Jacket Style Outfit,Fancy,Silk
1196,https://www.andaazfashion.co.uk/men/kurta-pajama?p=89,https://www.andaazfashion.co.uk/woven-zari-silk-light-beige-mens-straight-cut-kurta-pajama-mkpa08056.html,https://assets2.andaazfashion.com/media/catalog/product/w/o/woven-zari-silk-light-beige-mens-straight-cut-kurta-pajama-mkpa08056-1.jpg,Woven Zari Silk Light Beige Men's Straight Cut Kurta Pajama,Men's Ethnic Wear,Light Beige,Wedding/Formal,Summer,17700,13%,"Weaved Thread Work, Zari Work",Brown,Traditional,Male,Range,Kurta Set,Traditional,Silk
1197,https://www.andaazfashion.co.uk/men/weddingwear?p=74,https://www.andaazfashion.co.uk/beige-colour-art-silk-jacket-style-men-kurta-pajama-mkpa01436.html,https://assets2.andaazfashion.com/media/catalog/product/b/e/beige-colour-art-silk-jacket-style-men-kurta-pajama-mkpa01436-1.jpg,Beige colour Art Silk Jacket Style Men Kurta Pajama,Men's Ethnic Wear,Beige,Wedding/Formal,Summer,44700,16%,Thread Work,Beige,Traditional,Male,Mixed Range,Jacket Style Outfit,Fancy,Silk
